10001001 10111011 01111111 01111110 00111110 11101111 01111111 10101111 11001110 01101111 11111111 11101101;8.

11110111 11111111 11111111 11111111 11111111 11110111 11111111 11110111 11110110 11111111 11111101 11111101;9503891790.7

01101011 11010111 01111010 01011101 01101110 01010111 01111111 11110001 01010000 11101011 00110110 11111111;72421.8

11101111 11111111 01101001 10111101 10011110 11100101 00100011 00101010 11111111 10111011 01100111 11100011;789.36

10101101 10111111 01111111 11100101 11110110 11111111 11110000 11011011 11010101 11011011 11011011 11101111;7.55

11111011 11111110 11111011 11111011 11111110 11111111 11111111 11111111 11111110 11110101 11111111 11001100;337.19980812

10111111 11111111 11111111 11111111 11111011 11111011 11111110 10111111 11111110 01100111 11111110 00110000;53833315.849

11000010 01111001 01111010 10110101 10110101 10101111 11111111 11001101 01110110 11111110 11011110 11001111;466.

00111111 10001110 01110101 00010110 11111101 11111111 10101100 01101111 11001111 10111110 11000111 10100111;60.9455480895

11011110 00001101 11100111 11111101 11111111 11001010 11111111 11111100 11101010 00110111 11111100 11101101;69037.05

01111011 10001110 10111001 00111001 01110111 11111111 11010010 11110110 11110101 11101110 11110111 10011100;4.707583773

10111101 10111101 11101010 01110110 11111101 11011100 11111101 00111111 10100111 11101001 10111000 10111110;95.27294

11101111 01101110 11110011 11001001 01011111 01011011 10111010 10111111 11111111 11111011 01111111 10001111;6777653865.

11010001 00010011 11101111 10001111 10111110 11011110 01111101 11011100 11111011 10111101 10011110 10111110;2.

01111001 10101100 11010111 11111001 01111001 01101100 11111111 10111000 11111111 11101111 00011110 11110101;74.3828223885

11111111 11110111 11011111 11111001 10111111 11111111 11110111 11111111 11111101 01100111 11111111 11011101;6715019.

11110111 11110111 11111111 11111110 11111111 11111100 11111111 11011110 11111111 11101001 11111111 10100111;9398310287.8

10011111 11111011 10111111 11101011 11111011 01101011 01110111 11111111 11111001 11111111 01110100 11111111;1144.78

11111111 11110111 11111111 11101011 11111111 11111111 11111111 11111111 11111110 10110111 11111101 11110111;6.48747486509

10111111 11111101 11100111 00101110 11111110 11110110 10000111 11101000 01010110 01101110 00111110 11011111;629.999416066

00111101 00110110 11110100 11110011 10111110 11111011 01000001 11000111 01001001 11101111 11101111 10011001;457.319

11111110 10111110 11111011 10010001 01111101 11111111 01001111 11111011 01101111 11110111 10001100 11011111;3.

11101111 11111110 11111011 10011110 11010111 11110110 11011111 01100100 11101111 11110011 10010110 00100011;1.91

00111101 10111111 11011110 01011110 01101110 11111011 10001110 11010110 10000101 11111100 11111110 11111011;357.8

01110111 01011011 00001010 11110111 11100111 11111111 11111110 11111111 11111111 11111111 11111110 11111110;73809.969

11110101 11111010 11111110 11111111 11111100 11111101 11111010 11111111 11111111 11110111 11111111 11111111;137077388.596

11111011 01011100 11110011 11111111 01110110 11111111 11111111 11011111 11111010 11111111 11111111 11111010;16.4502248

10010011 01000111 11011101 11111110 11111111 11011110 11100111 11100011 11111111 11111111 11111111 11110111;8821179.89

11011111 10111101 10110111 00111110 11111111 01101111 11111111 11111111 11111011 00001101 11101011 11010101;51.297

11111001 01111111 11110111 11011101 11110100 10010110 11001001 11000010 11111101 11010000 00111010 11111111;1.2154273

00000000 00000000 01100110 11011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000;42.

01111110 00111111 11011110 11001101 11110110 10111110 11111111 10010110 10110101 11111011 10111111 10101111;462.

01111011 11110101 01111111 01011111 11010010 11111111 11111111 10100010 00011110 10101010 10111111 11101111;6.4

00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 11100000;7.

11110111 01110110 11100111 11111110 11110111 11110111 11101100 11111111 11111011 11111111 11111110 10011101;9118911936.2

10110011 10011101 11101010 11111111 11111111 11100110 11111111 11111110 10111111 11111111 11111001 11011101;18.415969

00011011 10111001 01011110 11110111 11010001 11111111 11111110 11111110 11110101 10011101 11000111 01110100;6907.

01100111 11110111 11111111 11111101 11101001 10011101 01001111 10111110 11000111 10011110 01011111 01110101;8057703514.7

11011001 11111111 11111111 11101111 11111101 11110111 11111111 11110111 11110111 11111111 11111111 10011111;8040307764.

01111010 11110010 11001111 11011110 01110111 11111111 11111001 11100110 11111001 01110011 11111111 00011000;1.7

00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 11100001;7.

10110001 10101100 01101111 11111001 10011010 11100110 11000101 11111100 11000111 01011111 10111101 11101011;6.3
